publication_id,publication_type,is_included,is_itaukei_associated,linked_provinces,used_non_provincial_flag,used_unsure_flag,verification_state,notes
chand_whitefly_2016,Master's Thesis,True,False,,False,False,,
chand_exploratory_2011,Master's Thesis,True,False,,False,False,,
chand_variability_2005,Master's Thesis,True,False,,False,False,,
chand_analysis_2016,Master's Thesis,True,False,,False,False,,
chand_returns_1999,Master's Thesis,True,False,,False,False,,
chand_language_2015,PhD Thesis,True,False,,False,False,,
chandra_marketing_2012,PhD Thesis,True,False,,False,False,,
chandra_food_1979,Master's Thesis,True,False,,False,False,,
chandra_industrialization_1985,PhD Thesis,True,False,,False,False,,
chandra_recent_1999,Master's Thesis,True,False,,False,False,,
chandra_exploratory_2009,Master's Thesis,True,False,,False,False,,
chandra_contraceptive_1979,Master's Thesis,True,False,,False,False,,
chandra_chemical_1986,Master's Thesis,True,False,,False,False,,
chao_socio-cultural_1980,PhD Thesis,True,False,,False,False,,
chattier_gender_2008,PhD Thesis,True,False,,False,False,,
chetty_study_2007,Master's Thesis,True,False,,False,False,,
child_no_2016,Master's Thesis,True,False,,False,False,,
choy_biology_1981,Master's Thesis,True,False,,False,False,,
chung_structural_1987,Master's Thesis,True,False,,False,False,,
chung_politics_1991,PhD Thesis,True,False,,False,False,,
clements_assessing_2010,Master's Thesis,True,False,,False,False,,
clery_hamari_2008,Master's Thesis,True,False,,False,False,,
cocom_inquiry_2015,Master's Thesis,True,False,,False,False,,
cokanasiga_quality_1993,PhD Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
craddock_rotuma_1985,Master's Thesis,True,False,,False,False,,
cranfield_history_1973,Master's Thesis,True,False,,False,False,,
crosby_beqa_1988,Master's Thesis,True,False,,False,False,,
cuevas_knowledge_2017,PhD Thesis,True,False,,False,False,,
cutt_rural_1992,Master's Thesis,True,False,,False,False,,
dakuidreketi_factors_1995,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
daley_communalism_1996,PhD Thesis,True,False,,False,False,,
daurewa_radical_2013,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
dayal_teachers_2010,Master's Thesis,True,False,,False,False,,
dayal_teachers_2017,PhD Thesis,True,False,,False,False,,
de_barcza_art_1988,PhD Thesis,True,False,,False,False,,
de_biran_holocene_2001,PhD Thesis,True,False,,False,False,,
dean_smallholder_2019,PhD Thesis,True,False,,False,False,,
deo_study_2000,Master's Thesis,True,False,,False,False,,
deo_concentrations_2004,Master's Thesis,True,False,,False,False,,
deoki_statistical_1987,Master's Thesis,True,False,,False,False,,
deverell_models_1986,PhD Thesis,True,False,,False,False,,
devi_examining_2012,Master's Thesis,True,False,,False,False,,
devi_culture_2011,PhD Thesis,True,False,,False,False,,
devi_comprehensive_2016,PhD Thesis,True,False,,False,False,,
devi_marketing_2011,PhD Thesis,True,False,,False,False,,
devi_comparison_2015,PhD Thesis,True,False,,False,False,,
devi_assessment_2016,Master's Thesis,True,False,,False,False,,
devi_folate_2007,Master's Thesis,True,False,,False,False,,
dolcy_linkages_2015,Master's Thesis,True,False,,False,False,,
duaibe_problems_2017,Master's Thesis,True,True,Naitasiri,False,False,verified,
durutalo_provincialism_1997,Master's Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
durutalo_internal_1985,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
dutt_fijis_2011,Master's Thesis,True,False,,False,False,,
dutt_gender_1999,Master's Thesis,True,False,,False,False,,
dutt_study_2001,Master's Thesis,True,False,,False,False,,
eaton_directed_1988,PhD Thesis,True,False,,False,False,,
emde_between_2007,PhD Thesis,True,False,,False,False,,
etuati_aekaia_2011,Master's Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
evening_exploration_1998,PhD Thesis,True,False,,False,False,,
fa_customary_1989,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
faktaufon_applied_2024,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
farrelly_business_2009,PhD Thesis,True,False,,False,False,,
fay_involvement_2001,Master's Thesis,True,False,,False,False,,
fernando_responses_1996,Master's Thesis,True,False,,False,False,,
feussner_survey_2012,Master's Thesis,True,False,,False,False,,
fiebig_aspects_1991,Master's Thesis,True,False,,False,False,,
field_evolution_2003,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
field_nzoda_1996,PhD Thesis,True,False,,False,False,,
finekaso_stress_2016,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
fisher_socio-economic_2000,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
fishman-kornblith_effects_1983,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
foreman_structural_1973,Master's Thesis,True,False,,False,False,,
fox_english_2003,Master's Thesis,True,False,,False,False,,
francis_rise_1977,PhD Thesis,True,False,,False,False,,
francis_tourism_1997,Master's Thesis,True,False,,False,False,,
fujioka-kern_effect_1994,Master's Thesis,True,False,,False,False,,
fuller_conservation_1997,Master's Thesis,True,False,,False,False,,
fulmer_symbols_1996,Master's Thesis,True,False,,False,False,,
gagaeolo_assessing_2014,Master's Thesis,True,False,,False,False,,
gangaram_investigation_2000,Master's Thesis,True,False,,False,False,,
gawander_effect_1997,Master's Thesis,True,False,,False,False,,
george_situating_2006,PhD Thesis,True,False,,False,False,,
gibson_living_2013,PhD Thesis,True,False,,False,False,,
gill_health_1988,PhD Thesis,True,False,,False,False,,
gilliard_sedimentary_1971,Master's Thesis,True,False,,False,False,,
gonelevu_containment_2015,Master's Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
good_fijian_1978,Master's Thesis,True,False,,False,False,,
gosai_wind_2014,Master's Thesis,True,False,,False,False,,
goundar_tidal_2012,Master's Thesis,True,False,,False,False,,
goundar_phosphorus_2013,Master's Thesis,True,False,,False,False,,
goundar_critical_2007,Master's Thesis,True,False,,False,False,,
gounder_child_2000,Master's Thesis,True,False,,False,False,,
gounder_foreign_2007,Master's Thesis,True,False,,False,False,,
gounder_reproductive_1995,Master's Thesis,True,False,,False,False,,
guinea_aspects_1986,Master's Thesis,True,False,,False,False,,
hailey_indigenous_1990,PhD Thesis,True,False,,False,False,,
halapua_study_1993,Master's Thesis,True,False,,False,False,,
halapua_role_2002,PhD Thesis,True,False,,False,False,,
halunen_tectonic_1979,Master's Thesis,True,False,,False,False,,
hamburger_seismicity_1986,PhD Thesis,True,False,,False,False,,
hanson_population_2017,Master's Thesis,True,False,,False,False,,
hardjoprawiro_photogeology_1980,Master's Thesis,True,False,,False,False,,
harrington_seams_1998,PhD Thesis,True,False,,False,False,,
harrison_organochlorine_1994,Master's Thesis,True,False,,False,False,,
hassan_vertical_2003,Master's Thesis,True,False,,False,False,,
hassan_sustainable_2014,PhD Thesis,True,False,,False,False,,
hathway_eocene_1988,PhD Thesis,True,False,,False,False,,
heath_matai_1987,PhD Thesis,True,False,,False,False,,
heeraman_referral_1997,Master's Thesis,True,False,,False,False,,
hereniko_english_1982,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
hermanson_tuning_2007,Master's Thesis,True,False,,False,False,,
hindson_education_1985,PhD Thesis,True,False,,False,False,,
hoar_relationships_2004,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
hoare_building_2008,PhD Thesis,True,False,,False,False,,
hodge_development_2009,PhD Thesis,True,False,,False,False,,
holden_analysis_1999,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
hooper_study_1982,PhD Thesis,True,False,,False,False,,
horscroft_politics_2002,PhD Thesis,True,False,,False,False,,
howard_change_1962,PhD Thesis,True,False,,False,False,,
hussain_women_2012,Master's Thesis,True,False,,False,False,,
ingram_indigenous_1990,PhD Thesis,True,False,,False,False,,
janif_assessing_2014,Master's Thesis,True,False,,False,False,,
jarvis_tectonic_1991,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
jezek_geological_1976,PhD Thesis,True,False,,False,False,,
jit_status_2007,Master's Thesis,True,False,,False,False,,
jit_effects_2008,Master's Thesis,True,False,,False,False,,
johnson_measurement_1982,PhD Thesis,True,False,,False,False,,
johnson_distribution_2006,Master's Thesis,True,False,,False,False,,
jones_fijian_2009,Master's Thesis,True,False,,False,False,,
kado_tourism_2007,Master's Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
kaitani_bridging_2003,PhD Thesis,True,True,Rewa,False,False,verified,
kamenio_exploratory_2011,Master's Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
kant_politics_2026,PhD Thesis,True,False,,False,False,,
kaplan_land_1988,PhD Thesis,True,False,,False,False,,
karan_studies_1971,PhD Thesis,True,False,,False,False,,
karan_public_2010,Master's Thesis,True,False,,False,False,,
karan_performance_1987,Master's Thesis,True,False,,False,False,,
kasami_spouse_2010,Master's Thesis,True,True,Fiji - no province specified,True,False,verified,
kasanawaqa_operationalising_2022,Master's Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
katz_gaining_1981,PhD Thesis,True,False,,False,False,,
kaumaitotoya_use_1997,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
kedrayate_non-formal_1996,PhD Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
kelly_part-europeans_1966,Master's Thesis,True,False,,False,False,,
khan_ausaid_2014,Master's Thesis,True,False,,False,False,,
khan_need_2017,Master's Thesis,True,False,,False,False,,
khatri_duty_1995,Master's Thesis,True,False,,False,False,,
khatri_people_2007,Master's Thesis,True,False,,False,False,,
khatri_effect_2011,PhD Thesis,True,False,,False,False,,
kiddle_informal_2011,PhD Thesis,True,False,,False,False,,
king_burning_2004,PhD Thesis,True,False,,False,False,,
kiran_analysis_2005,Master's Thesis,True,False,,False,False,,
kirkendall_demographic_1998,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
kishore_potential_2010,Master's Thesis,True,False,,False,False,,
klarr_painting_2005,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
knapman_economic_1975,Master's Thesis,True,False,,False,False,,
knapman_capitalism_1983,PhD Thesis,True,False,,False,False,,
kopf_households_2016,PhD Thesis,True,False,,False,False,,
koroi_critical_1984,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
koroi_use_2012,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
koshy_ecological_2001,Master's Thesis,True,False,,False,False,,
kour_occurrence_2017,PhD Thesis,True,False,,False,False,,
koya-vakauta_developing_2002,Master's Thesis,True,False,,False,False,,
krishna_history_1973,Master's Thesis,True,False,,False,False,,
krishna_use_2005,PhD Thesis,True,False,,False,False,,
krishna_synoptic_1976,PhD Thesis,True,False,,False,False,,
kuhlken_agricultural_1994,PhD Thesis,True,False,,False,False,,
kumar_amplitude_2007,Master's Thesis,True,False,,False,False,,
kumar_using_2006,PhD Thesis,True,False,,False,False,,
kumar_effects_2010,Master's Thesis,True,False,,False,False,,
kumar_towards_2013,Master's Thesis,True,False,,False,False,,
kumar_human_2006,Master's Thesis,True,False,,False,False,,
kumar_response_2000,PhD Thesis,True,False,,False,False,,
kumar_definition_2000,Master's Thesis,True,False,,False,False,,
kumar_case_2005,Master's Thesis,True,False,,False,False,,
kumar_environmental_2003,Master's Thesis,True,False,,False,False,,
kumar_services_2012,PhD Thesis,True,False,,False,False,,
kumar_climatological_2014,Master's Thesis,True,False,,False,False,,
kumar_is_2013,Master's Thesis,True,False,,False,False,,
kumar_isolation_2010,Master's Thesis,True,False,,False,False,,
kumar_petrographic_2007,Master's Thesis,True,False,,False,False,,
kumar_technical_2008,Master's Thesis,True,False,,False,False,,
kumar_postharvest_2017,PhD Thesis,True,False,,False,False,,
kumar_form_1995,Master's Thesis,True,False,,False,False,,
kumar_exploring_2008,Master's Thesis,True,False,,False,False,,
kumar_non-survey_2001,Master's Thesis,True,False,,False,False,,
kumar_impacts_2014,Master's Thesis,True,False,,False,False,,
kumaran_design_1984,PhD Thesis,True,False,,False,False,,
kumari_examination_2007,Master's Thesis,True,False,,False,False,,
kumari_customer_2015,PhD Thesis,True,False,,False,False,,
kumekawa_person_1988,PhD Thesis,True,False,,False,False,,
kunabuli_education_1986,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
lako_critical_2008,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
lakshman_fiji_2013,PhD Thesis,True,False,,False,False,,
lal_geophysical_2016,Master's Thesis,True,False,,False,False,,
lal_study_2008,Master's Thesis,True,False,,False,False,,
lal_palaeogeography_2010,Master's Thesis,True,False,,False,False,,
lal_spawning_2012,Master's Thesis,True,False,,False,False,,
lal_conservation_1989,PhD Thesis,True,False,,False,False,,
lal_determination_2009,Master's Thesis,True,False,,False,False,,
lal_influence_2013,PhD Thesis,True,False,,False,False,,
lal_coral_2016,Master's Thesis,True,False,,False,False,,
lal_monitoring_2009,Master's Thesis,True,False,,False,False,,
lal_composing_1987,Master's Thesis,True,False,,False,False,,
larson_markets_2004,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
lasi_age_2003,Master's Thesis,True,False,,False,False,,
lata_analyses_2007,PhD Thesis,True,False,,False,False,,
lata_composition_2016,PhD Thesis,True,False,,False,False,,
lata_means_2009,Master's Thesis,True,False,,False,False,,
lata_perceptions_2010,Master's Thesis,True,False,,False,False,,
lata_association_2014,Master's Thesis,True,False,,False,False,,
lateef_purdah_1988,PhD Thesis,True,False,,False,False,,
leba_assessment_2015,Master's Thesis,True,True,Serua,False,False,verified,
lee_music_1984,PhD Thesis,True,False,,False,False,,
lesi_determining_2009,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
lessin_governmental_1971,PhD Thesis,True,False,,False,False,,
lesuma_investigation_1980,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
lewatoro_effects_2017,Master's Thesis,True,True,Tailevu; Cakaudrove; Lomaiviti,False,False,verified,
leweniqila_evaluation_2013,Master's Thesis,True,True,Nadroga/Navosa,False,False,verified,
liligeto_perceptions_2001,PhD Thesis,True,False,,False,False,,
liligeto_consumer_2012,PhD Thesis,True,False,,False,False,,
lin_vanua_2015,PhD Thesis,True,False,,False,False,,
lingam_planning_1996,Master's Thesis,True,False,,False,False,,
lingam_contextual_2017,PhD Thesis,True,False,,False,False,,
lodhia_accountants_1999,Master's Thesis,True,False,,False,False,,
logavatu_study_2002,Master's Thesis,True,True,Fiji - no province specified,True,False,verified,
loumoli_economic_2014,Master's Thesis,True,False,,False,False,,
low_off-farm_1984,PhD Thesis,True,False,,False,False,,
low_foreign_1983,Master's Thesis,True,False,,False,False,,
lowry_biogeography_2016,Master's Thesis,True,False,,False,False,,
lowry_political_1990,PhD Thesis,True,False,,False,False,,
lukere_mothers_1997,PhD Thesis,True,False,,False,False,,
lumelume_impact_2007,Master's Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
luvu_process_1997,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
macanawai_policy_1998,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
maeaba_quantitative_2016,Master's Thesis,True,False,,False,False,,
maharaj_probability_2011,PhD Thesis,True,False,,False,False,,
maharaj_human_2015,Master's Thesis,True,False,,False,False,,
maharaj_folate_2014,Master's Thesis,True,False,,False,False,,
maharaj_investigation_1995,Master's Thesis,True,False,,False,False,,
mahony_critique_1987,PhD Thesis,True,False,,False,False,,
maitava_assessing_2015,Master's Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
mala_predicted_2001,Master's Thesis,True,False,,False,False,,
mala_perspectives_2006,Master's Thesis,True,False,,False,False,,
mala_factors_2006,Master's Thesis,True,False,,False,False,,
mamak_pluralism_1974,Master's Thesis,True,False,,False,False,,
mandal_physical_2015,PhD Thesis,True,False,,False,False,,
mani_methane_2004,Master's Thesis,True,False,,False,False,,
manning_mortality_1985,PhD Thesis,True,False,,False,False,,
manoa_regulation_2008,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
manulevu_ecotourism_2010,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
masumi_social_1990,PhD Thesis,True,False,,False,False,,
matadradra-dolavale_child_2013,Master's Thesis,True,True,Macuata,False,False,verified,
maybin_ecological_1989,Master's Thesis,True,False,,False,False,,
mazieres_spatial_2008,Master's Thesis,True,False,,False,False,,
mccracken_rapid_1986,Master's Thesis,True,False,,False,False,,
mcgowan_disability_1994,Master's Thesis,True,False,,False,False,,
mckinnon_examining_2016,Master's Thesis,True,False,,False,False,,
mcshane_mining_2003,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
meheux_evaluation_2007,PhD Thesis,True,False,,False,False,,
mehta_current_2015,PhD Thesis,True,False,,False,False,,
meijden_sugar_1998,Master's Thesis,True,False,,False,False,,
metcalfe_policy_2008,Master's Thesis,True,False,,False,False,,
miller_community_2008,PhD Thesis,True,False,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
miyamoto_potential_2016,Master's Thesis,True,False,,False,False,,
mohammed_biological_2005,Master's Thesis,True,False,,False,False,,
mohan_teachers_2015,PhD Thesis,True,False,,False,False,,
morse_feeding_1981,PhD Thesis,True,False,,False,False,,
morse_descriptive_1981,PhD Thesis,True,False,,False,False,,
movono_impact_2007,Master's Thesis,True,True,Nadroga/Navosa,False,False,verified,
mua_saaka_2007,Master's Thesis,True,False,,False,False,,
mulvahill_antibiotic_2017,Master's Thesis,True,False,,False,False,,
munshi_geography_1987,Master's Thesis,True,False,,False,False,,
muralidhar_exploratory_1989,PhD Thesis,True,False,,False,False,,
muralidhar_students_1989,PhD Thesis,True,False,,False,False,,
murti_finding_2007,Master's Thesis,True,False,,False,False,,
nyeurt_floristic_1993,Master's Thesis,True,False,,False,False,,
nyeurt_floristic_1998,PhD Thesis,True,False,,False,False,,
nabobo-baba_century_1996,Master's Thesis,True,True,Fiji - no province specified,True,False,verified,
naicker_trends_2012,PhD Thesis,True,False,,False,False,,
naidu_indo-fijian_2017,Master's Thesis,True,False,,False,False,,
naidu_contemporary_1997,Master's Thesis,True,False,,False,False,,
naidu_chemotaxonomic_1989,Master's Thesis,True,False,,False,False,,
naidu_lime-aluminium-phosphate_1985,PhD Thesis,True,False,,False,False,,
naidu_impact_2015,Master's Thesis,True,False,,False,False,,
naidu_testing_2015,PhD Thesis,True,False,,False,False,,
naidu_plural_1979,Master's Thesis,True,False,,False,False,,
naidu_state_1988,PhD Thesis,True,False,,False,False,,
naikatini_monitoring_2009,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
nainoca_role_2014,Master's Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
naioko_forest_1999,Master's Thesis,True,True,Fiji - no province specified,True,False,verified,
nair_population_1978,Master's Thesis,True,False,,False,False,,
naisilisili_effects_1998,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
naisilisili_iluvatu_2012,PhD Thesis,True,True,Macuata,False,False,verified,
naivalu_agriculture_1990,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
nakalevu_traditional_1997,Master's Thesis,True,True,Naitasiri,False,False,verified,
namudu_socio-economic_2007,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
nand_produce_1992,Master's Thesis,True,False,,False,False,,
nand_evaluating_2013,Master's Thesis,True,False,,False,False,,
nand_profiles_2001,Master's Thesis,True,False,,False,False,,
nand_design_2010,Master's Thesis,True,False,,False,False,,
nandan_dialectic_1997,PhD Thesis,True,False,,False,False,,
nandlal_parental_2002,PhD Thesis,True,False,,False,False,,
narawa-daurewa_family_2010,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
narayan_study_1986,PhD Thesis,True,False,,False,False,,
narayan_biology_2009,PhD Thesis,True,False,,False,False,,
narayan_public_2004,Master's Thesis,True,False,,False,False,,
narayan_comparison_2013,PhD Thesis,True,False,,False,False,,
narayan_fiji_1976,Master's Thesis,True,False,,False,False,,
narayan_urban_2011,Master's Thesis,True,False,,False,False,,
narayan_industrial_1999,Master's Thesis,True,False,,False,False,,
narayan_critical_2010,PhD Thesis,True,False,,False,False,,
narayan_preliminary_2015,PhD Thesis,True,False,,False,False,,
narayan_economic_1998,Master's Thesis,True,False,,False,False,,
narayan_aerobic_2007,Master's Thesis,True,False,,False,False,,
natasha_post-harvest_2014,Master's Thesis,True,False,,False,False,,
nath_performance_2000,Master's Thesis,True,False,,False,False,,
nating_ecological_2001,Master's Thesis,True,False,,False,False,,
navakamocea_fiscal_1995,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
navila_pacific_2012,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
navoti_fiji_2012,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
nawele_perceptions_2006,Master's Thesis,True,True,Rewa,False,False,verified,
nayacalevu_strengthening_2026,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
naz_e-governance_2006,Master's Thesis,True,False,,False,False,,
ndhlovu_how_1990,PhD Thesis,True,False,,False,False,,
ng_preferential_1991,Master's Thesis,True,False,,False,False,,
ngamoki-cameron_moving_2014,Master's Thesis,True,False,,False,False,,
nicole_disturbing_2006,PhD Thesis,True,False,,False,False,,
nisha_instructional_2016,PhD Thesis,True,False,,False,False,,
nisha_effect_2006,Master's Thesis,True,False,,False,False,,
nisha_examining_2014,Master's Thesis,True,False,,False,False,,
norton_politics_1972,PhD Thesis,True,False,,False,False,,
nur_impacts_2021,PhD Thesis,True,False,,False,False,,
ocarroll_education_1993,Master's Thesis,True,False,,False,False,,
osullivan_developmental_1992,PhD Thesis,True,False,,False,False,,
oli_variability_2013,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
onwubolu_school-community_2004,PhD Thesis,True,False,,False,False,,
osborne_kai_1998,Master's Thesis,True,False,,False,False,,
osborne_distribution_2006,Master's Thesis,True,True,Naitasiri,False,False,verified,
osborne-naikatini_phylogeography_2015,PhD Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
osei_two-sector_1999,Master's Thesis,True,False,,False,False,,
overall_bativia_1993,Master's Thesis,True,False,,False,False,,
padayachi_structural_1999,Master's Thesis,True,False,,False,False,,
paquette_gis_2011,Master's Thesis,True,False,,False,False,,
parke_clause_1981,Master's Thesis,True,False,,False,False,,
passfield_valuing_1997,PhD Thesis,True,False,,False,False,,
patel_phytochemical_2005,Master's Thesis,True,False,,False,False,,
pathik_extent_1999,Master's Thesis,True,False,,False,False,,
peck_missionary_1982,PhD Thesis,True,False,,False,False,,
pene_integrating_2006,Master's Thesis,True,False,,False,False,,
penn_environmental_1983,PhD Thesis,True,False,,False,False,,
pescod_physical_1988,PhD Thesis,True,False,,False,False,,
pigliasco_custodians_2007,PhD Thesis,True,False,,False,False,,
poole_tourism_1991,Master's Thesis,True,False,,False,False,,
prakash_devaluation_2015,PhD Thesis,True,False,,False,False,,
prasad_impact_2005,Master's Thesis,True,False,,False,False,,
prasad_property_1998,PhD Thesis,True,False,,False,False,,
prasad_postharvest_2015,PhD Thesis,True,False,,False,False,,
prasad_exploring_2016,PhD Thesis,True,False,,False,False,,
prasad_linking_2008,Master's Thesis,True,False,,False,False,,
prasad_investigation_1996,Master's Thesis,True,False,,False,False,,
prasad_gujaratis_1978,PhD Thesis,True,False,,False,False,,
prasad_response_1998,PhD Thesis,True,False,,False,False,,
prasad_deregulation_1997,Master's Thesis,True,False,,False,False,,
prasad_energy_2016,Master's Thesis,True,False,,False,False,,
prasad_unravelling_1997,Master's Thesis,True,False,,False,False,,
prasad_indo-fijian_2005,PhD Thesis,True,False,,False,False,,
prasad_growth_1995,Master's Thesis,True,False,,False,False,,
prasad_survey_2000,Master's Thesis,True,False,,False,False,,
prasad_effect_1967,Master's Thesis,True,False,,False,False,,
prasad_grammar_2016,Master's Thesis,True,False,,False,False,,
prasad_social_2000,Master's Thesis,True,False,,False,False,,
prasad_potential_2013,Master's Thesis,True,False,,False,False,,
prasad_assessment_2008,Master's Thesis,True,False,,False,False,,
prasad_changing_2013,Master's Thesis,True,False,,False,False,,
prasad_women_1990,Master's Thesis,True,False,,False,False,,
prasad_contextualising_2025,PhD Thesis,True,False,,False,False,,
prasad_re-theorising_1992,Master's Thesis,True,False,,False,False,,
prasad_value_2013,Master's Thesis,True,False,,False,False,,
prasad_identifying_2006,Master's Thesis,True,False,,False,False,,
prasad_cross_1989,PhD Thesis,True,False,,False,False,,
pratap_health_1997,Master's Thesis,True,False,,False,False,,
pratt_nineteenth_2016,Master's Thesis,True,False,,False,False,,
premdas_religion_1991,PhD Thesis,True,False,,False,False,,
puamau_fijian_1991,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
qalo_indigenous_1993,PhD Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
qereqeretabua_flow-related_1997,Master's Thesis,True,True,Rewa,False,False,verified,
qiolevu_regional_2011,Master's Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
qovu_work_1996,Master's Thesis,True,True,,False,False,verified,verified Fiji rows exist but no province recorded
raiyawa_affirmative_2007,Master's Thesis,True,True,Tailevu; Lomaiviti; Rewa,False,False,verified,
raj_investigation_1985,Master's Thesis,True,False,,False,False,,
raj_floristic_1992,Master's Thesis,True,False,,False,False,,
raj_billing_2012,PhD Thesis,True,False,,False,False,,
ram_rainfall_2013,Master's Thesis,True,False,,False,False,,
ram_study_2006,Master's Thesis,True,False,,False,False,,
ram_benefits_2015,PhD Thesis,True,False,,False,False,,
ram_reducing_2012,Master's Thesis,True,False,,False,False,,
ram_long_2009,PhD Thesis,True,False,,False,False,,
ram_impacts_2008,Master's Thesis,True,False,,False,False,,
ramsay_challenges_2013,Master's Thesis,True,False,,False,False,,
rao_economic_1983,PhD Thesis,True,False,,False,False,,
rao_culture_2004,PhD Thesis,True,False,,False,False,,
rao_analysis_2000,Master's Thesis,True,False,,False,False,,
rao_efficacy_2017,Master's Thesis,True,False,,False,False,,
rao_determination_2005,Master's Thesis,True,False,,False,False,,
rashni_effect_2014,Master's Thesis,True,False,,False,False,,
ratawa_fijian_1991,Master's Thesis,True,False,,False,False,verified,verified Fiji rows exist but no province recorded
rattan_characteristics_2001,Master's Thesis,True,False,,False,False,,
ratuva_ethnic_1999,PhD Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
ratuvakacereivalu_fijian_1992,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
ravatu_national_1998,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
ravindra_assessment_2016,Master's Thesis,True,False,,False,False,,
ravono_nursing_2021,PhD Thesis,True,True,Fiji - no province specified,True,False,verified,
ravuvu_climate_2014,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
ravuvu_development_1981,Master's Thesis,True,True,,False,False,,legacy Tagged Fiji? = Yes but no Research Geography row
