Publication ID / BibTeX Key,Title,Year,DOI,URL,Publication Type
hogan_commercial_activity_pacific_education_2019,Commercial Activity in Pacific Education,2019,,https://repository.usp.ac.fj/id/eprint/11836/1/2019_Report_MD.pdf,Report
bulamainaivalu_dietary_pattern_molituva_vusuya_2016,Study on the Dietary Pattern of Molituva & Vusuya Communities-Fiji,2016,,https://studyres.com/doc/15457923/booklet---draft-31-august.indd,Journal Article
naliva_determinants_nutrition_risk_2026,Determinants of nutrition risk among older adults in Fiji,2026,,https://www.pacifichealthdialog.nz/index.php/phd/article/view/223,Journal Article
naliva_fruits_vegetables_early_life_2016,Fruits and Vegetables Consumption in Early Life (Perspectives),2016,,https://fj.linkedin.com/in/salanieta-hawea-154287184,Journal Article
hawea_caregivers_behavioural_determinants_2020,"Caregivers’ perception on the behavioural determinants that shape fruit and vegetable consumption in children (6months to 5years old) in the Nuffield Medical Area, Suva: A qualitative study",2020,,https://venuewest.eventsair.com/QuickEventWebsitePortal/isbnpa2020annualmeeting/eventinfo/Agenda/AgendaItemDetail?id=2be6426d-3c89-4c46-b959-9e8e0692aa88,Conference Paper
singh_national_integrity_fiji_2001,National Integrity Systems Country Study Report: Fiji 2001,2001,,https://www.anti-corruption.org/wp-content/uploads/2016/11/Fiji-National-Integrity-Systems-study-TI-2001.pdf,Report
dalituicama_governance_high_seas_pockets_2022,Governance options for high seas pockets of the Western and Central Pacific: a case study of High Seas Pocket 4 or the North Fiji Basin,2022,,https://commons.wmu.se/all_dissertations/2075/,Master's Thesis
daurewa_managing_climate_fijian_style_2007,Managing climate change Fijian style,2007,,https://researchonline.jcu.edu.au/11875/1/Cimate_change_LITERATURE_REVIEW_.pdf,Other
daurewa_meeting_standards_2010,Meeting the standards: Community governance in Fiji,2010,,https://www.researchgate.net/publication/280231528_Corruption_Myths,Other
daurewa_pragmatic_election_2016,A pragmatic approach to a successful election: A personal reflection,2016,10.22459/TPHS.03.2016.13,https://openresearch-repository.anu.edu.au/items/fb59152a-95f1-4c49-a8fa-fc6b34ec4d7d,Book Chapter
daurewa_building_capacity_redd_2018,Building Capacity for Fiji’s Forest Dependent Indigenous Men and Women to Actively Participate in the Fiji REDD+ Readiness Programme,2018,,https://www.tebtebba.org/index.php/component/fileman/?container=fileman-attachments&name=Annex+5+-+REDD+PLUS+BASELINE+Final+REPORT.pdf&routed=1&view=file,Report
daurewa_understanding_women_spaces_2019,Understanding women and their spaces: A Fijian Experience in the 21st Century,2019,,https://friendfiji.com/wp-content/uploads/2019/03/Research-3-Understanding-Women-compressed.pdf,Report
daurewa_vitogo_river_flooding_2019,The People’s Perception on the Vitogo River Flooding,2019,,https://friendfiji.com/wp-content/uploads/2019/03/Research-4-Vitogo-River-compressed.pdf,Report
daveta_screening_pgrb_malolo_naviti_2023,"Screening of plant growth promoting bacteria for indole acetic acid and ammonia production from Malolo and Naviti, Fiji",2023,,https://repository.usp.ac.fj/id/eprint/14384/1/Symposium%202023%20Abstracts%20and%20Programme.pdf,Conference Paper
bolatolu_growth_exotic_timber_restoration_fiji_2023,Growth performance of selected exotic timber tree species for grassland restoration in Fiji,2023,,https://www.agriculture.gov.fj/documents/booklets/FAJ%20Vol%2060%20Issue%201%20July%202023%20Master%20File%20for%20Web.pdf,Journal Article
marin_global_soil_biodiversity_action_2026,Open letter: A global call to strengthen national soil biodiversity action through coordination and harmonization,2026,10.1002/ppp3.70121,https://nph.onlinelibrary.wiley.com/doi/10.1002/ppp3.70121,Journal Article
daveta_culturable_microbial_diversity_naviti_2024,"Culturable microbial diversity isolated from proposed restoration sites in Naviti Island, Yasawa, Ba Province, Fiji",2024,,https://esdac.jrc.ec.europa.eu/public_path/YoungReserachersForum_2024_Agenda.pdf,Conference Paper
tomlinson_degei_theologies_mana_sau_fiji_2016,Theologies of Mana and Sau in Fiji,2016,10.22459/NM.04.2016.09,https://openresearch-repository.anu.edu.au/items/fc66e091-3107-4dd2-b5aa-1d83d6e402c8,Book Chapter
sopoaga_developing_health_workforce_2011,Developing a health workforce from an underserved population in New Zealand,2011,10.1111/j.1753-6405.2011.00766.x,https://doi.org/10.1111/j.1753-6405.2011.00766.x,Journal Article
cammock_outcome_injury_questionnaire_2014,An assessment of an outcome of injury questionnaire using a Pacific model of health and wellbeing,2014,,https://nzmj.org.nz/media/pages/journal/vol-127-no-1388/09bf866bb4-1696469363/vol-127-no-1388.pdf,Journal Article
conn_people_food_planet_2020,"Our people, our food, our planet: Sustainable food systems policy in the Pacific",2020,10.24135/pacifichealth.v3i0.44,https://ojs.aut.ac.nz/pacific-health/article/view/44,Journal Article
conn_rethinking_public_health_education_2021,Re-thinking Public Health Education in Aotearoa New Zealand: Factory Model to Personalized Learning,2021,10.3389/feduc.2021.636311,https://www.frontiersin.org/articles/10.3389/feduc.2021.636311/full,Journal Article
tonumaipea_food_havens_2021,Food havens not swamps: a strength-based approach to sustainable food environments,2021,10.1093/heapro/daab021,https://academic.oup.com/heapro/article/36/6/1795/6154489,Journal Article
conn_transforming_public_health_education_2021,Transforming public health education in Aotearoa New Zealand: Using 21st century learning in the time of COVID-19,2021,10.24135/pjtel.v3i1.96,https://ojs.aut.ac.nz/pjtel/article/view/96,Journal Article
enari_indigenising_moanaroa_2024,Indigenising research: Moanaroa a philosophy for practice,2024,10.1080/00131857.2024.2323565,https://doi.org/10.1080/00131857.2024.2323565,Journal Article
delaibatiki_emergency_obstetric_family_planning_2010,Assessment of the Adequacy of Emergency Obstetric Care and Family Planning Services in Fiji’s Central Division,2010,,https://auckland.academia.edu/AlecEkeroma/CurriculumVitae,Master's Thesis
delaibatiki_emergency_obstetric_care_2009,Provision of emergency obstetric care and family planning services in Fiji’s central division,2009,,https://ourarchive.otago.ac.nz/esploro/outputs/conferenceProceeding/Pacific-Voices-VI-Abstracts-for-the/9926480263901891,Conference Paper
cammock_family_planning_pacific_voices_2014,"Knowledge, attitudes and practice of family planning of Fijian women in Fiji and New Zealand",2014,,https://ourarchive.otago.ac.nz/esploro/outputs/conferenceProceeding/Pacific-Voices-XI-Abstracts-for-the/9926480244501891,Conference Paper
durutalo_liberation_pacific_intellectual_1983,The liberation of the Pacific Island intellectual,1983,,https://fjdigitallib.usp.ac.fj/greenstone3/jps/sites/jpssite/collect/jps/index/assoc/HASH720d.dir/doc.pdf,Journal Article
durutalo_factory_forestry_fiji_1984,Factory forestry — Fiji's throwaway forests,1984,,https://fjdigitallib.usp.ac.fj/greenstone3/jps/sites/jpssite/collect/jps/index/assoc/HASH720d.dir/doc.pdf,Book Chapter
durutalo_fiji_trade_union_crossroads_1985,The Fiji Trade Union Movement at the Cross-Roads — Social and Political Options for the Labour Movement,1985,,https://fjdigitallib.usp.ac.fj/greenstone3/jps/sites/jpssite/collect/jps/index/assoc/HASHc8c8.dir/doc.pdf,Journal Article
durutalo_paramountcy_fijian_interest_1986,The paramountcy of Fijian interest and the politicization of ethnicity,1986,,https://natlib.govt.nz/records/20526480,Book
durutalo_anthropology_authoritarianism_1992,Anthropology and authoritarianism in the Pacific Islands,1992,,https://www.nypl.org/research/research-catalog/bib/hb990023465960203941,Book Chapter
durutalo_logging_industry_fiji_1982,The logging industry in Fiji: An introduction,1982,,https://fjdigitallib.usp.ac.fj/greenstone3/jps/sites/jpssite/collect/jps/index/assoc/HASH720d.dir/doc.pdf,Other
finau_indigenous_accounting_duality_2025,Indigenous accounting as a duality: resistance and alternatives in Fiji’s informal housing,2025,10.1108/AAAJ-09-2024-7368,https://doi.org/10.1108/AAAJ-09-2024-7368,Journal Article
larson_ecosystem_accounting_first_nations_2026,Ecosystem accounting through first nations’ lenses: Integrating the SEEA-EA and Indigenous knowledge systems,2026,10.1007/s13280-025-02274-x,https://doi.org/10.1007/s13280-025-02274-x,Journal Article
finau_ambivalence_accounting_customary_land_2024,The Ambivalence of Accounting and the Struggle for Customary Land in Fiji and PNG,2024,,https://link.springer.com/book/10.1007/978-981-97-0319-7,Book Chapter
gharbaoui_integrating_non_economic_loss_damage_2025,Integrating Non-Economic Loss and Damage into Climate Finance: Lessons from Fiji and the Pacific,2025,10.56506/PHCD5179,https://doi.org/10.56506/PHCD5179,Book Chapter
fong_copeland_stakeholder_consultation_soasoa_2021,Stakeholder consultation report,2021,,https://ccprojects.gsd.spc.int/wp-content/uploads/2021/03/3.-Stakeholder-consultation-report.pdf,Report
naituku_broad_mites_2024,"Broad mites: tiny terrors in protected structures - A scoping review of its identification, abundance, and holistic management strategies",2024,,https://repository.usp.ac.fj/id/eprint/14867/,Journal Article
deesh_weed_population_eggplant_2024,Weed Population Dynamics and Composition in a Tropical Island Eggplant (Solanum melongena L.) Agroecosystem: Implications for Sustainable Weed Management,2024,10.2984/78.4.3,https://repository.usp.ac.fj/id/eprint/15151/,Journal Article
singh_peterson_accounting_culture_neld_2025,Accounting for Culture in Evaluations of Climate-Induced Noneconomic Losses and Damages: Case Studies With Three Indigenous Communities From Rural Fiji,2025,10.1111/ruso.70023,https://onlinelibrary.wiley.com/doi/10.1111/ruso.70023,Journal Article
nunn_culasawani_midden_2026,"Shell-Dense Island Off Culasawani, Vanua Levu Island, Fiji: Midden or Muddle?",2026,10.1002/gea.70052,https://onlinelibrary.wiley.com/doi/10.1002/gea.70052,Journal Article
gaunavinaka_qumivutia_revolutionizing_radiology_fiji_2025,Revolutionizing Radiology in Fiji: The Impact of Quality and PACS Implementation in a Remote Island Nation,2025,,https://microsites.arinex.com.au/iupesm2025/content.html,Conference Paper
rambaran_ginigini_essential_oil_profiles_2020,Essential oil profiles of two Rubus varieties and the antimicrobial activities and lethality of their extracts,2020,,https://www.essencejournal.com/archives/2020/8/3/A/6-6-22,Journal Article
gonelevu_rmi_outer_islands_energy_survey_2012,"RMI Outer Islands Energy Survey Report for Ailuk, Utrik, Maloelap & Aur Atolls",2012,,https://www.pcreee.org/publication/rmi-outer-islands-energy-survey-report-ailuk-utrik-maloelap-aur-atolls?page=3,Report
soakai_gonelevu_rakai_renewables_readiness_solomon_2024,Renewables Readiness Assessment: Solomon Islands,2024,,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2024/Feb/IRENA_RRA_Solomon_Islands_2024.pdf,Report
kaitani_young_men_sexual_risk_2003,Young men and sexual risk behaviour in Fiji,2003,,http://hdl.handle.net/1885/74962,Journal Article
kaitani_social_welfare_poverty_2007,Social welfare and poverty alleviation programs in Fiji: are they pro-poor?,2007,,https://repository.usp.ac.fj/view/subjects/HN.html,Journal Article
kaitani_fiji_approach_poverty_2007,Fiji's approach to addressing poverty,2007,,https://crawford.anu.edu.au/rmap/devnet/devnet/db-72.pdf,Journal Article
kaitani_development_on_move_fiji_2011,Development on the move: measuring and optimising migration’s economic and social impacts in Fiji,2011,,https://repository.usp.ac.fj/id/eprint/4763/,Report
kaitani_dotm_fiji_migration_impact_2010,Global development network (GDN) and institute of public policy research (IPPR) global research project: development on the move (DOTM) project: Fiji study: Fiji migration impact report,2010,,https://repository.usp.ac.fj/id/eprint/2259/,Report
kaitani_child_labour_fiji_summary_2010,Child labour in Fiji: a summary report of the child labour research in Fiji,2010,,https://repository.usp.ac.fj/view/types/tech%3D5Fproj%3D5Freports.html,Report
kaitani_hiv_kab_survey_2010,Report on the HIV knowledge attitude and behaviour surveying,2010,,https://repository.usp.ac.fj/view/types/tech%3D5Fproj%3D5Freports.html,Report
kaitani_weather_coast_health_2010,Report on the weather coast health survey,2010,,https://repository.usp.ac.fj/view/types/tech%3D5Fproj%3D5Freports.html,Report
kaitani_verebalavu_child_labour_education_2010,Child labour research report: education report school survey,2010,,https://repository.usp.ac.fj/view/subjects/HD.html,Report
kanainabogi_performance_measurement_fijian_smes_2015,Performance measurement systems in Fijian small and medium enterprises in the tourism industry,2015,,https://figshare.mq.edu.au/articles/thesis/Performance_measurement_systems_in_Fijian_small_and_medium_enterprises_in_the_tourism_industry/19428065,PhD Thesis
kanainabogi_exploring_pms_fijian_smes_2011,Exploring the use of performance measurement systems in Fijian small and medium enterprises (SMEs) in the tourism industry,2011,,https://researchers.mq.edu.au/en/publications/exploring-the-use-of-performance-measurement-systems-in-fijian-sm/,Conference Paper
kanainabogi_pms_fijian_smes_2012,Performance measurement systems in Fijian Small and Medium Enterprises (SMEs) in the tourism industry,2012,,https://researchers.mq.edu.au/en/publications/performance-measurement-systems-in-fijian-small-and-medium-enterp-2/,Conference Paper
kanainabogi_pms_fijian_smes_2013,Performance measurement systems in Fijian small and medium enterprises in the tourism Industry,2013,,https://researchers.mq.edu.au/en/publications/performance-measurement-systems-in-fijian-small-and-medium-enterp/,Conference Paper
kasanawaqa_environmental_protection_sids_2026,Environmental protection and planetary sustainability: rebalancing nature-human relationships,2026,,https://odi.org/documents/10101/SSR2026-V8-Chapter-5.pdf,Report
kawa_pastoral_leadership_premarital_kalabu_2022,A critical analysis of the pastoral leadership approach to pre-marital counselling in the Kalabu Circuit in the Naitasiri Division within the Methodist Church in Fiji,2022,,https://drive.google.com/file/d/1tjfPDtLRSjM3-jz_IeZIcb4GwqjPnqMG/view?usp=sharing,Master's Thesis
raturi_kedrayate_impact_elearning_2015,Impact of elearning on primary school children and teachers: a study of the one laptop per child pilot project in Fiji,2015,,https://repository.usp.ac.fj/id/eprint/8462/,Journal Article
kedrayate_nonformal_relevant_obsolete_2012,Non-formal education: is it relevant or obsolete?,2012,,https://www.ijbhtnet.com/journals/Vol_2_No_4_June_2012/2.pdf,Journal Article
hogan_kedrayate_elearning_survival_2011,eLearning: a survival strategy for developing countries,2011,,https://repository.usp.ac.fj/id/eprint/10860/,Journal Article
kedrayate_reconciliation_peace_building_2006,Reconciliation and peace building,2006,,https://repository.usp.ac.fj/view/creators/Kedrayate%3D3AAkanisi%3D3A%3D3A.html,Book Chapter
kedrayate_learning_traditional_societies_2004,Learning in traditional societies in the South Pacific: a personal reflection,2004,,https://repository.usp.ac.fj/view/creators/Kedrayate%3D3AAkanisi%3D3A%3D3A.html,Journal Article
kedrayate_schulz_voices_pacific_women_teachers_2003,Voices: Pacific women teachers tell their stories,2003,,https://repository.usp.ac.fj/view/creators/Kedrayate%3D3AAkanisi%3D3A%3D3A.html,Book
kedrayate_culture_curriculum_2002,Culture in the curriculum: a contribution to nation building,2002,,https://repository.usp.ac.fj/view/creators/Kedrayate%3D3AAkanisi%3D3A%3D3A.html,Journal Article
kedrayate_education_nation_building_2002,Education for nation building: the contribution of non-formal education in Fiji,2002,,https://repository.usp.ac.fj/id/eprint/5607/,Journal Article
kedrayate_why_nonformal_fiji_2001,Why non-formal education in Fiji?,2001,,https://repository.usp.ac.fj/6332/1/Why_non-formal_education_in_Fiji.pdf,Journal Article
kedrayate_effective_communication_families_1999,Effective communication with families and communities for the benefit of children,1999,,https://repository.usp.ac.fj/view/creators/Kedrayate%3D3AAkanisi%3D3A%3D3A.html,Journal Article
kedrayate_conceptualisation_nonformal_1997,The conceptualisation of non-formal education,1997,,https://repository.usp.ac.fj/6180/1/The_conceptualisation_of_non-formal_education.pdf,Journal Article
kedrayate_hunfeld_evaluation_married_couples_tutu_1983,"Evaluation report: married couples course, Marist Training Centre, Tutu, Taveuni, Fiji",1983,,https://repository.usp.ac.fj/view/creators/Kedrayate%3D3AAkanisi%3D3A%3D3A.html,Report
kedrayate_schulz_introducing_genre_1996,Introducing a genre of critical significance: Two Pacific women teachers,1996,,https://repository.usp.ac.fj/view/subjects/LB.html,Other
kedrayate_ed158_nonformal_1994,"ED158: An introduction to non-formal education: introduction and assignments: semester 1, 1994",1994,,https://repository.usp.ac.fj/view/creators/Kedrayate%3D3AAkanisi%3D3A%3D3A.html,Other
kedrayate_training_trainers_nonformal_fiji_1986,"Training of trainers in non-formal, Adult and Community Education in Fiji: Consideration of Models",1986,,https://repository.usp.ac.fj/view/creators/Kedrayate%3D3AAkanisi%3D3A%3D3A.html,Other
kedrayate_participatory_needs_assessment_1996,Participatory needs assessment,1996,,https://repository.usp.ac.fj/view/creators/Kedrayate%3D3AAkanisi%3D3A%3D3A.html,Other
koliyavu_insitu_dom_2021,In-Situ Variability of DOM in Relation with Biogeochemical and Physical Parameters in December 2017 in Laucala Bay (Fiji Islands) after a Strong Rain Event,2021,10.3390/jmse9030241,https://doi.org/10.3390/jmse9030241,Journal Article
koliyavu_snapshots_cdom_2019,"Snapshots of CDOM and Chlorophyll dynamics in Laucala Bay, Fiji Islands",2019,,https://star.gem.spc.int/docs/Abstract-booklet.pdf,Conference Paper
koroivulaono_leveraging_technology_2011,Leveraging technology for tertiary education in the South Pacific,2011,,https://www.usp.ac.fj/centre-for-flexible-learning/research-and-scholarship/publications-and-presentations/,Book Chapter
koroivulaono_open_educational_resources_2014,Open Educational Resources: a regional university’s journey,2014,10.7238/rusc.v11i3.2121,https://doi.org/10.7238/rusc.v11i3.2121,Journal Article
crump_remote_rural_education_2020,Remote and Rural Education in Australia and the Pacific,2020,10.1093/acrefore/9780190264093.013.516,https://doi.org/10.1093/acrefore/9780190264093.013.516,Book Chapter
koroivulaono_student_online_orientation_2014,"Student Online Orientation, the case of UU204’s Amazing Race",2014,,https://www.usp.ac.fj/centre-for-flexible-learning/research-and-scholarship/publications-and-presentations/,Conference Paper
hazelman_koroivulaono_what_next_2013,What next? Progressing learning innovations in a regional university,2013,,https://www.usp.ac.fj/centre-for-flexible-learning/research-and-scholarship/publications-and-presentations/,Conference Paper
koroivulaono_snapshot_transforming_pedagogies_2013,A snapshot of transforming pedagogies in a sea of islands,2013,,https://www.usp.ac.fj/centre-for-flexible-learning/research-and-scholarship/publications-and-presentations/,Conference Paper
koroivulaono_repurposing_oer_2010,Repurposing OER – The USP Experience,2010,,https://www.usp.ac.fj/centre-for-flexible-learning/research-and-scholarship/publications-and-presentations/,Conference Paper
